coordinate,in_range
"(119.94908739277587, 30.01910164390259)",False
"(120.05397714215997, 30.03426479741223)",False
"(119.99066415404299, 29.94348870347473)",False
"(119.96546231602146, 30.01847660343008)",True
"(119.98564923881135, 29.93546087175033)",False
"(120.02396675306349, 30.05881114179411)",False
"(120.04584302253592, 30.01359138838554)",False
"(119.95099410550478, 30.0)",False
"(119.95655497895602, 29.95289100048501)",False
"(120.03776977192571, 30.03168653651172)",False
"(119.99669836393383, 30.06059637775346)",False
"(120.04050693596523, 30.04392312814875)",False
"(120.0351182283309, 30.03807995856955)",False
"(119.96811296878585, 30.04450770062923)",False
"(120.01781142305265, 29.94805404181774)",False
"(120.0609373763084, 30.0)",False
"(120.04160099552837, 30.05115388127641)",False
"(119.96296927798886, 30.04553413045238)",False
"(120.00898780304942, 29.94559546016774)",False
"(119.93955082068686, 29.98207822634321)",False
"(120.05491141586496, 29.99601081741659)",False
"(120.03733836993055, 30.04048733798905)",False
"(120.0422427608338, 29.9770469384601)",False
"(119.9503826516687, 30.02696012351502)",False
"(120.00565850587832, 29.9482790158197)",False
"(120.04137304315219, 30.0508735839268)",False
"(119.97528795806552, 29.99355360794136)",True
"(120.03175819419752, 29.95567212919963)",False
"(119.95394873330336, 30.04399053520618)",False
"(119.9505701513321, 30.00721046060729)",False
"(120.02321147491536, 29.93230511106619)",False
"(120.05386497734342, 30.01186488747977)",False
"(119.98796733128256, 29.94588594017199)",False
"(120.01576710861052, 29.94396680468336)",False
"(119.9382428366716, 29.99099132193608)",False
"(119.97194860159605, 29.94108105368436)",False
"(119.98880389638941, 29.99560933462159)",True
"(119.960021622021, 29.96646057762799)",False
"(120.05276930399299, 29.98837645748422)",False
"(120.0330859303755, 30.05258376508566)",False
"(120.02373666690721, 30.05824654176146)",False
"(119.95874666828104, 29.97758455548404)",False
"(119.99329057570895, 29.93867320542234)",False
"(119.9520765785285, 30.02603971001245)",False
"(120.0, 30.05390835579515)",False
"(119.95567212919964, 30.04234425893003)",False
"(120.00344319842218, 30.06319453388824)",False
"(119.96377876652583, 29.94944264942501)",False
"(119.96931964294778, 29.95123943411388)",False
"(119.96309719105506, 30.04537684455769)",False
"(119.99113124595584, 30.05368391808376)",False
"(120.04284892045764, 30.03594763254698)",False
"(120.05022715573404, 30.00732676586307)",False
"(120.02098372386021, 30.06119778520384)",False
"(120.04451210308757, 30.03734294139959)",False
"(120.02625867138245, 29.95222190358885)",False
"(119.99227995184845, 30.07056429681334)",False
"(119.94607418089501, 30.02930117776573)",False
"(120.05509700892887, 29.97481084395378)",False
"(119.94785449285745, 30.0382119796582)",False
"(120.01552071126765, 30.06980069989746)",False
"(119.98696735658037, 30.04221744887214)",True
"(119.95480086061876, 29.96687828560413)",False
"(119.94715220387309, 29.98017230234922)",False
"(119.99209732362125, 30.07223359112047)",False
"(119.94122589915736, 29.97312975737916)",False
"(120.02659428687024, 30.05585844020489)",False
"(120.0141316527312, 29.93644625981793)",False
"(119.94003272992772, 29.97750118288603)",False
"(120.05073302074841, 29.98096573423999)",False
"(119.97346285409942, 30.0421757233435)",False
"(120.03689413124306, 29.94850342330983)",False
"(120.05770472856408, 29.98728932703158)",False
"(120.03831155325388, 29.94652499533706)",False
"(120.01825913735595, 29.93511062585709)",False
"(119.94182260599081, 29.97340255878587)",False
"(120.01349924231708, 29.93929037493399)",False
"(120.01648415769056, 30.05858144637179)",False
"(120.04216548531852, 30.05184799552393)",False
"(120.01074718992068, 30.06505437634864)",False
"(119.98195972701004, 30.05261338544165)",False
"(120.04495502049498, 29.96228547789219)",False
"(119.97081511846037, 29.9468976147483)",False
"(120.05572289591188, 30.01652054071505)",False
"(120.02147062306496, 29.9473140206295)",False
"(119.99624719887947, 29.93112319172214)",False
"(120.02479214001245, 29.93916347125584)",False
"(120.03995412705943, 29.99628360972735)",True
"(119.95003528820446, 29.95808265224051)",False
"(119.95455402522025, 30.02469356252458)",False
"(120.03601222852458, 30.05723455690852)",False
"(120.05603890637, 29.97438022889708)",False
"(119.95919039911298, 29.96101657319447)",False
"(120.0484378199809, 30.02631921401289)",False
"(119.95609253208409, 30.03217518368858)",False
"(119.97088350038338, 29.93884392310472)",False
"(119.94949329981779, 30.01112515671948)",False
"(120.04605126669664, 30.04399053520618)",False
"(119.98824511385179, 30.0711541149887)",False
"(120.05088157197326, 29.95731346243563)",False
"(119.97966713408185, 29.95010592142269)",False
"(120.05407880045946, 29.97061569815871)",False
"(119.99673471332834, 30.05992924134104)",False
"(120.05404321248945, 29.9797238001232)",False
"(120.05454751466824, 29.97953459353638)",False
"(119.97994935758605, 29.94152349145357)",False
"(119.99217796528612, 29.92850350562608)",False
"(119.99308121941364, 29.93675960598977)",False
"(119.94890611100793, 29.9722375821277)",False
"(120.0315117721987, 30.03874785767477)",False
"(119.94412992932445, 29.97903839042933)",False
"(120.0446061165203, 30.01673554351474)",False
"(120.0426321032655, 29.97683538503371)",False
"(120.04559250478478, 30.0)",False
"(119.95142554713276, 29.96440487193275)",False
"(119.99250920835048, 29.93153119838814)",False
"(119.99608124988487, 30.07192254310873)",False
"(119.99257296092816, 30.06788607780955)",False
"(120.04401350641768, 30.02793986158686)",False
"(119.99248807772558, 30.06866194389007)",False
"(120.02975877995169, 29.95846289796357)",False
"(120.02168871629394, 29.93674614620618)",False
"(119.96772954381252, 29.95495711740882)",False
"(119.94293419106222, 29.98308131685251)",False
"(120.0, 29.93541821307922)",False
"(119.99412166498578, 29.94626969047756)",False
"(119.95642143160586, 30.03193416768309)",False
"(119.95386470372, 29.97890794437252)",False
"(119.99627913819324, 30.06829061201525)",False
"(120.04924484771546, 29.97748632498039)",False
"(120.05092980790471, 29.98490049823631)",False
"(120.06239715102606, 29.99089796526582)",False
"(119.94400796070141, 29.98766658265156)",False
"(119.9694334851105, 29.95142036448137)",False
"(120.00343162461321, 30.06298211468591)",False
"(120.0523742232974, 29.96675273867613)",False
"(120.04423392198632, 30.03241440767893)",False
"(120.01702638921948, 30.04965645360149)",False
"(120.00786245893511, 29.92813401223833)",False
"(119.9834574911263, 30.058788814972)",False
"(119.96277398083228, 30.0519598235912)",False
"(119.98902446795384, 30.06643656598862)",False
"(120.0272037276947, 30.05713850513078)",False
"(119.96303237406966, 29.94124702144888)",False
"(120.00765820431307, 30.06999901964286)",False
"(119.99651089023845, 30.0640371648773)",False
"(119.98597970053582, 29.95017461998386)",False
"(119.99660333342514, 29.93765948555569)",False
"(119.97001179370073, 29.93701299694204)",False
"(119.94346523717364, 30.00410711484437)",False
"(119.9498803300437, 29.98896009477988)",False
"(119.96596736658174, 29.96309719105506)",False
"(120.05368926201582, 30.03408205052301)",False
"(119.94741552776227, 30.01158282945719)",False
"(119.98116931512808, 29.93307945867317)",False
"(119.94833204045379, 29.98468165346797)",False
"(119.97162037401345, 30.05163720916223)",False
"(119.98789705352256, 29.9931035265712)",True
"(119.98299788953129, 29.93957785157556)",False
"(120.05368391808376, 29.98817499460779)",False
"(119.99234179568693, 29.93000098035714)",False
"(120.05832714301884, 30.02666590320953)",False
"(120.05316317451424, 30.02430504894522)",False
"(120.05842543691672, 30.02192034452142)",False
"(119.99153363387039, 29.97487566955119)",True
"(120.05724147479722, 29.99584154422695)",False
"(120.05623024685745, 30.01667095845296)",False
"(119.9969358507162, 29.94376232153591)",False
"(119.99270382096512, 30.03392503704237)",True
"(120.06044917931314, 30.01792177365679)",False
"(119.94716923998355, 29.96128587029451)",False
"(120.01552071126765, 30.06980069989746)",False
"(120.01081292258199, 30.06545226615227)",False
"(119.95462315544232, 29.95079625474008)",False
"(120.00646886443758, 30.05912798226874)",False
"(120.01515450923826, 30.06815379354665)",False
"(120.0272037276947, 30.05713850513078)",False
"(119.95091281457093, 29.98158322687897)",False
"(119.98399030624238, 30.05689529510073)",False
"(120.05281620770121, 30.03352783390423)",False
"(119.95587209116223, 29.9902799054432)",False
"(120.00687280811322, 30.06282018740317)",False
"(119.93712713318514, 29.99082857136622)",False
"(119.9675260616783, 30.05908687965914)",False
"(119.9608586603253, 30.04812941174338)",False
"(120.03923538172975, 29.97124849885072)",False
"(119.96083918724058, 29.95753652167823)",False
"(119.96284180524695, 30.0456908749106)",False
"(119.95922917241025, 30.04420927533232)",False
"(120.04890089562826, 30.01834687999177)",False
"(120.06114542411102, 30.0134685581014)",False
"(120.0076994887325, 30.07037637558273)",False
"(120.05147887145365, 29.96732110981086)",False
"(119.96299490871318, 29.94834854603776)",False
"(120.04502094224267, 29.95118217242598)",False
"(120.06050514024594, 30.01332752219293)",False
"(120.0, 30.06643028754962)",False
"(119.98142692897233, 30.06600503251622)",False
"(119.99605091072142, 29.92752062889101)",False
"(119.97984787425398, 29.95054943314339)",False
"(119.96139077553417, 29.95813462871168)",False
"(120.00745652989237, 30.03454945184048)",True
"(119.98211196832261, 29.9478306173106)",False
"(120.02633563729525, 29.96564088126875)",True
"(119.95350836316479, 29.98975924493046)",False
"(119.94223416486531, 30.00419654929318)",False
"(120.0268571692424, 29.94358940363696)",False
"(120.02691485039573, 29.93395462961557)",False
"(119.96397729154701, 29.96093928108994)",False
"(120.0309201249029, 30.05625968988069)",False
"(120.02137114839745, 30.06232768587211)",False
"(120.0, 30.06071618727976)",False
"(120.04808016313852, 30.00349290846682)",False
"(119.94855239447105, 29.98069763278614)",False
"(120.04454198242438, 29.95170152579043)",False
"(120.02086569504068, 29.94879843145963)",False
"(119.97934468019157, 29.93975998572164)",False
"(120.0226320238894, 30.05553589852248)",False
"(119.96294996156536, 29.95982531022644)",False
"(119.98650075768292, 29.93929037493399)",False
"(119.950197929084, 30.01476515401429)",False
"(119.97498438725174, 30.04551633021574)",False
"(119.94670275702883, 29.99222539252542)",False
"(120.02310746485439, 30.04853474545694)",False
"(120.0490673882276, 30.02243254439531)",False
"(119.95872117375337, 29.96536958079605)",False
"(119.97162037401345, 30.05163720916223)",False
"(119.99207729145634, 30.07241669303938)",False
"(119.97824832648715, 29.93656253521388)",False
"(119.98255038908903, 29.93798752323414)",False
"(120.0496173483313, 30.02696012351502)",False
"(119.9531740573804, 30.03928411173439)",False
"(119.94446618610694, 30.03525297573063)",False
"(119.95796767746808, 29.97331779789205)",False
"(120.0, 30.07299225880176)",False
"(119.99697505253464, 29.94448180973859)",False
"(119.95851282409814, 29.94898607488539)",False
"(120.05858144637179, 29.97802112307927)",False
"(120.0, 29.93689335877297)",False
"(120.0, 29.94341286724261)",False
"(120.00316631551505, 30.05811278020686)",False
"(120.02495891465314, 30.05242351669494)",False
"(119.9450122484814, 29.97012180975783)",False
"(119.95346818700037, 30.00678771660569)",False
"(119.9822655164995, 29.94827843145501)",False
"(119.9843591265934, 29.92965889952074)",False
"(120.00337315994935, 30.06190908701553)",False
"(119.94415470989756, 29.99185370226213)",False
"(119.96518848696137, 29.9622526238578)",False
"(120.05553381389306, 30.03525297573063)",False
"(119.97220018872657, 30.05839051459814)",False
"(119.9751004696078, 30.04530511640686)",False
"(119.9458612730232, 30.02475105034691)",False
"(119.95325522564518, 29.99318121816745)",False
"(119.94415470989756, 29.99185370226213)",False
"(119.98180875975054, 30.05305367249372)",False
"(120.01100776568985, 30.06663168113997)",False
"(119.98294130997235, 30.06062322102154)",False
"(120.0244952174449, 30.060107921278)",False
"(120.02862983860882, 29.93986610222677)",False
"(120.02137114839745, 29.93767231412789)",False
"(119.97096404410507, 29.93901309653225)",False
"(120.00301176680368, 29.94472372021509)",False
"(119.95874666828104, 29.97758455548404)",False
"(120.04637766735371, 30.00336922623379)",False
"(120.03400265277969, 29.95253932922277)",False
"(119.95883650690298, 29.95536494332965)",False
"(120.03599469204693, 30.04426019570359)",False
"(120.05795488882404, 29.97825619804035)",False
"(119.9635530868753, 30.05087235269159)",False
"(120.04964186049749, 29.98137512114218)",False
"(120.03422537112719, 29.94560531153587)",False
"(119.98218857694735, 29.94805404181774)",False
"(120.05422100746553, 30.00790935940437)",False
"(120.01181501383539, 29.92848192296921)",False
"(120.01480282977457, 29.9830613207582)",True
"(119.94646731676634, 30.0)",False
"(119.95414093191673, 29.98989858142395)",False
"(120.04670058906483, 30.01028678116693)",False
"(120.04607088938636, 30.01014807664686)",False
"(120.05556746126169, 30.0)",False
"(119.95667857812836, 29.95302502351481)",False
"(119.97430140194083, 29.94602285784003)",False
"(120.04471217716785, 30.02838337917142)",False
"(119.97504108534686, 29.94757648330506)",False
"(120.00568644928717, 30.0519763980012)",False
"(119.95325442366578, 30.02967418501451)",False
"(119.9945925200743, 30.0277901623973)",True
"(120.04471217716785, 29.97161662082858)",False
"(120.0, 30.06374302681579)",False
"(120.01228925767661, 29.94473199248058)",False
"(120.01742332805485, 29.94918589784444)",False
"(120.05732148304259, 29.97849384235563)",False
"(119.9963221553824, 29.93249890136267)",False
"(120.01769139428838, 29.97100914710393)",True
"(119.94635446898921, 30.01590465040879)",False
"(119.99312719188678, 29.93717981259683)",False
"(119.95844755187066, 29.95494318539309)",False
"(119.95854689310916, 30.02252399451894)",False
"(119.95191234470623, 30.04593579818593)",False
"(119.97572985823837, 29.94044438373752)",False
"(120.01648415769056, 29.94141855362821)",False
"(119.97156046311952, 29.95480078965603)",False
"(120.00772004815155, 30.07056429681334)",False
"(120.02464412591338, 30.06047332234134)",False
"(119.95985676203095, 29.96632227014484)",False
"(119.94958579925954, 29.96799696490134)",False
"(120.03559840813345, 29.95622708735308)",False
"(119.95354509000309, 29.96595806286872)",False
"(120.00480322558576, 30.01120658076901)",True
"(119.94179129043857, 30.01282168532043)",False
"(120.05476129473567, 29.9879376798742)",False
"(119.97141693323009, 29.94799262689385)",False
"(119.99652231125032, 29.93617244997276)",False
"(119.96678082865593, 29.97182065767518)",True
"(120.04924484771546, 30.02251367501961)",False
"(119.95547222037048, 30.0241946512467)",False
"(119.98513655096008, 29.9331551803274)",False
"(119.94638515791945, 29.99610501039044)",False
"(119.96035339852882, 30.03326108210431)",False
"(120.04978357106937, 30.02705044243976)",False
"(120.03201490317328, 29.94911842802673)",False
"(120.02246978506726, 30.05513778659014)",False
"(120.02755084448417, 30.05012922721036)",False
"(119.9766907193937, 29.95104136225503)",False
"(120.03572375964573, 29.96126344203813)",False
"(119.95380337841647, 29.94990734101453)",False
"(119.96712548348509, 29.94775223685399)",False
"(119.96166954614422, 29.95843690971461)",False
"(119.98297361078052, 30.04965645360149)",False
"(119.95520780771646, 30.02047801764591)",False
"(119.94838667882715, 30.0)",False
"(119.94096088173316, 29.98699539979985)",False
"(119.97358242131175, 30.05548728366798)",False
"(120.0425817879775, 29.9729689961322)",False
"(119.97143814196627, 30.04539361644692)",False
"(120.0165425088737, 30.058788814972)",False
"(119.94478724715351, 30.02071499381504)",False
"(119.9618821122183, 29.96802141550339)",False
"(120.03403263341826, 30.03690280894494)",False
"(120.03961782188503, 29.9621550217086)",False
"(120.01928586305495, 29.94375392506258)",False
"(119.96032162673107, 29.94461719728476)",False
"(120.00862572823459, 29.94778715413089)",False
"(120.03703072201114, 29.95446586954762)",False
"(119.97665184814683, 29.9427068211689)",False
"(119.99404131955036, 30.05446469861458)",False
"(120.0, 30.0602713740566)",False
"(119.95137506877407, 29.95920664647643)",False
"(119.96341153923053, 30.05815036796945)",False
"(120.01097553204616, 30.06643656598862)",False
"(119.94821504426255, 29.99244599379812)",False
"(119.96850106070424, 30.04396600457716)",False
"(119.95494254992741, 29.97139744090057)",False
"(120.05183388478702, 29.97630267345243)",False
"(120.04205319354706, 29.94829008193965)",False
"(119.95819025871158, 30.04533580683697)",False
"(119.9681895313398, 30.03911514415757)",False
"(119.9935803291618, 30.0586783332924)",False
"(119.96070249986947, 29.95738830664357)",False
"(119.99643196662753, 29.93451431540542)",False
"(119.98107197624894, 29.94479754215375)",False
"(120.02536067198292, 30.0461441713255)",False
"(119.97639123027429, 30.04958768243982)",False
"(120.03110695515231, 30.05659963067733)",False
"(119.95040213810458, 30.02267506543696)",False
"(120.05342704871168, 30.00388134687199)",False
"(119.96324055458871, 29.96014041069749)",False
"(120.02091845550969, 30.06100743393338)",False
"(119.96788490074049, 29.9415660340797)",False
"(120.03162883238001, 30.04414730845801)",False
"(119.95057955977238, 29.9853479905957)",False
"(119.9706172525907, 30.05346240554594)",False
"(120.0349311231329, 29.94448365356051)",False
"(119.95565814093042, 29.97590637070286)",False
"(119.95313584948704, 30.01389412904616)",False
"(119.97588107554702, 29.94081545037964)",False
"(119.95330282144077, 29.95539245660774)",False
"(119.94018267143886, 30.00434558536734)",False
"(119.94461442944322, 30.0)",False
"(120.04974508954027, 29.96354703494568)",False
"(120.01507989118574, 29.94640903991738)",False
"(119.94602264067565, 29.97532272343969)",False
"(119.96815668361816, 30.05793945238062)",False
"(120.05073302074841, 30.01903426576001)",False
"(120.0464398918709, 29.95563823006703)",False
"(119.97236918610588, 30.05803555377321)",False
"(120.04637766735371, 30.00336922623379)",False
"(119.9640058611374, 30.05024037346545)",False
"(120.01900013076933, 29.94458724631471)",False
"(120.00550464461858, 29.97540427995606)",True
"(119.94081691239286, 30.01754640695634)",False
"(119.97777579372787, 29.94546483026429)",False
"(119.9711144584917, 30.05255773100517)",False
"(120.04176893467603, 29.98090415008196)",False
"(119.9742989010803, 30.04676358389095)",False
"(120.04922850425191, 29.99281891002643)",False
"(120.01349924231708, 30.06070962506601)",False
"(120.0033256482812, 30.06103708448907)",False
"(119.94274957734457, 30.00835126807855)",False
"(120.05525510684043, 29.97473856502172)",False
"(120.0329169866059, 30.05989301350075)",False
"(119.98818498616461, 29.92848192296921)",False
"(119.94794501320459, 29.97171535922866)",False
"(119.96280551642327, 30.04033131683842)",False
"(119.98965597419988, 30.06261396256401)",False
"(120.0, 30.07036442123073)",False
"(120.00651768674861, 29.94042576247762)",False
"(119.94407053190481, 30.0)",False
"(120.01718626492624, 30.05012272161123)",False
"(120.03885440116495, 30.03711571960922)",False
"(120.03519766281615, 30.04328014370898)",False
"(119.99360506786977, 30.05845221170643)",False
"(120.02705753163161, 30.04300277704048)",False
"(119.94898879323836, 30.04279529325035)",False
"(120.06098598335956, 30.01343343794227)",False
"(120.04757644724587, 30.01784996689406)",False
"(119.99062628027303, 30.05674055221925)",False
"(120.04567003817859, 30.0066620072708)",False
"(120.0617571633284, 30.00900867806392)",False
"(120.0452811135327, 30.00328956423026)",False
"(119.9469505323356, 29.99614608348496)",False
"(119.95359911255386, 29.96107248364829)",False
"(119.99209732362125, 30.07223359112047)",False
"(120.02058901042443, 29.93995337310442)",False
"(120.03860922446583, 29.95813462871168)",False
"(119.97440908050916, 29.93720337540798)",False
"(120.01804681458614, 29.93586517911888)",False
"(120.0, 30.0531543556433)",False
"(119.99270213667904, 30.06670536030009)",False
"(119.95667857812836, 30.04697497648519)",False
"(119.9729689961322, 30.05677571730332)",False
"(119.94299830395126, 30.0)",False
"(119.99138441533887, 30.04405235055874)",True
"(120.01119921944607, 30.06779057986631)",False
"(119.94246424611366, 29.9873265472373)",False
"(120.05553381389306, 30.03525297573063)",False
"(119.96806583231691, 29.94189524214115)",False
"(120.05684179692707, 29.97867381336602)",False
"(120.04687769371031, 30.02547150250938)",False
"(120.05197709740806, 29.98049897540292)",False
"(119.963114888813, 30.03094436007357)",False
"(120.04518001070878, 29.97934468019158)",False
"(119.99409476171016, 29.94602378388607)",False
"(120.06076158025316, 30.01801439325892)",False
"(120.04039520184406, 30.05638334715008)",False
"(120.0225950405185, 30.04745845323425)",False
"(119.95844755187066, 29.95494318539309)",False
"(120.05372084790253, 30.0)",False
"(120.0500334692868, 30.03666428836121)",False
"(120.00321618181925, 29.94097200159635)",False
"(120.01139330267284, 29.94876133657838)",False
"(119.98618093432879, 29.93785204562182)",False
"(119.98817661105095, 29.94682712605293)",False
"(120.05668332522312, 29.98751431247313)",False
"(119.94516828531204, 30.03480728175604)",False
"(119.9788965051012, 30.0346072935798)",True
"(120.04982538001615, 29.98130626738109)",False
"(119.95146888348329, 30.02218737261428)",False
"(120.0, 29.93098701035159)",False
"(119.95178792624397, 29.95394535090861)",False
"(119.95043341974288, 29.95841666033442)",False
"(120.04858341742276, 30.04640937563457)",False
"(120.0243108057592, 29.95576607801368)",False
"(120.03724149735034, 29.96875665365776)",False
"(120.05981487523869, 29.97755835913377)",False
"(120.05076948006781, 29.97241385322967)",False
"(119.99662684005065, 29.93809091298447)",False
"(119.94577471778796, 30.01194425216041)",False
"(119.9650688768671, 30.05551634643949)",False
"(119.95772252116333, 30.05198570624596)",False
"(119.96233622833728, 30.0463125480433)",False
"(119.94418089593422, 30.00405512395289)",False
"(119.95675283237276, 29.96830868122293)",False
"(120.02755084448417, 30.05012922721036)",False
"(120.05817739400919, 30.02659744121413)",False
"(120.01133839487049, 30.05099172866667)",False
"(119.9862715521302, 30.06174042241314)",False
"(120.00862572823459, 30.05221284586911)",False
"(119.95833801351985, 30.02644711204426)",False
"(120.04501288106626, 29.99343385394664)",False
"(119.95323641610905, 30.03426813189294)",False
"(120.02033286591815, 29.95010592142269)",False
"(119.96996693978058, 29.95808005943707)",False
"(120.00563042378995, 30.05146430277367)",False
"(119.99121150782427, 29.94680191922196)",False
"(120.03483117693912, 29.94464249894027)",False
"(119.98454147521304, 30.05493654924898)",False
"(120.0172273137972, 30.06122247665221)",False
"(119.98137630619628, 30.0359460124426)",True
"(120.05372084790253, 30.0)",False
"(119.98615745195026, 30.04267560481491)",True
"(119.95872117375337, 29.96536958079605)",False
"(119.97223964037288, 29.94948955644576)",False
"(120.00361235846792, 29.9337007974483)",False
"(119.97143814196627, 30.04539361644692)",False
"(119.98001767343173, 30.05827726943724)",False
"(120.00343162461321, 29.93701788531409)",False
"(119.94360165038528, 30.01672079700496)",False
"(120.04961162252847, 29.9852913094966)",False
"(120.00651768674861, 29.94042576247762)",False
"(119.99959463686, 29.97956947285741)",True
"(120.0419406011267, 30.05157147090947)",False
"(119.99663865500796, 29.93830775808861)",False
"(120.04459734362162, 30.0426016732094)",False
"(119.95846289796357, 29.96032162673107)",False
"(119.9496280729567, 29.98110121116303)",False
"(120.04960027092281, 29.96365315733986)",False
"(119.98116195202181, 30.02499124399876)",True
"(119.94112602644341, 29.98703177637517)",False
"(120.06159612742633, 29.99101481266202)",False
"(120.00757496048956, 30.06923813813617)",False
"(119.95580748179286, 29.95778503681892)",False
"(120.03225332711982, 29.96034030327155)",False
"(119.99316437216426, 29.96844403327713)",True
"(120.0, 30.05340687181829)",False
"(119.96745478161732, 30.04001861532683)",False
"(119.98363316876642, 30.0581644912761)",False
"(119.9476636748593, 29.97607296863326)",False
"(119.94939350423743, 30.02749758748314)",False
"(119.9640058611374, 30.05024037346545)",False
"(119.99421606815373, 29.9598623350473)",True
"(119.94522055572727, 29.97495602761863)",False
"(120.03865509297589, 30.04753150764069)",False
"(120.05584529010244, 29.99185370226213)",False
"(120.02184997515174, 30.01961860882659)",True
"(119.93901782967814, 29.99556979167419)",False
"(119.9718066975107, 30.04480786782358)",False
"(119.96293818888279, 29.94109733208895)",False
"(120.0554679213119, 29.98778203059649)",False
"(119.99431355071283, 30.0519763980012)",False
"(120.05165039306337, 30.01137707898912)",False
"(120.02024269755404, 30.04967281771512)",False
"(120.0, 30.05489758244931)",False
"(120.01302195779775, 29.96061838479522)",True
"(120.05165039306337, 30.01137707898912)",False
"(119.99688434880207, 29.94281708427161)",False
"(120.03741841757348, 30.03139177162587)",False
"(120.0, 30.05489758244931)",False
"(120.00963466834015, 29.94167988610783)",False
"(120.04033131683842, 29.95040735523103)",False
"(120.01139330267284, 29.94876133657838)",False
"(119.9485037988388, 29.97645705507333)",False
"(119.9468976147483, 29.96108682461382)",False
"(119.9827343523653, 29.94964576343111)",False
"(119.98046606225782, 29.93058023662748)",False
"(119.99679621199108, 30.0588005293556)",False
"(119.98781272962758, 30.05480934392535)",False
"(119.95990385319456, 30.0493034723635)",False
"(119.954011906947, 29.97501187164114)",False
"(119.9515621800191, 30.02631921401289)",False
"(119.97407443307242, 29.95282799277469)",False
"(119.94822095765566, 29.96713056073125)",False
"(119.95178561940027, 29.96939341511062)",False
"(119.94911842802674, 29.95731346243563)",False
"(120.03597218556314, 29.96563752076827)",False
"(120.049802070916, 30.01476515401429)",False
"(120.04336104876978, 30.0162684128353)",False
"(120.03698335504927, 29.99821467121642)",True
"(119.94037021539094, 29.99130164820383)",False
"(120.02878506975516, 30.05237492095213)",False
"(120.02427014176163, 30.05955561626248)",False
"(120.02594587291442, 29.93633236813932)",False
"(120.0199697498162, 30.04900304120972)",False
"(119.9710448118718, 30.06081725945772)",False
"(120.05655222064982, 30.00824941953575)",False
"(120.05920137312103, 29.97778853589399)",False
"(120.04982271566222, 30.0)",False
"(119.97484163424821, 30.06173519673764)",False
"(120.0215622503978, 30.0628850235138)",False
"(120.05151147407345, 30.00374218497161)",False
"(120.04859233524884, 30.0)",False
"(120.0232703127155, 29.93213351411425)",False
"(119.95776263311633, 30.03095134159425)",False
"(120.01705946246352, 30.008047049471)",True
"(119.94730557765604, 29.96138577789256)",False
"(120.03003306021942, 29.95808005943707)",False
"(119.9593661950949, 29.96591071438642)",False
"(119.9900043583553, 30.06050514024594)",False
"(119.9492793271313, 29.96780241578357)",False
"(119.99308121941364, 30.06324039401023)",False
"(120.01514365422356, 30.05381756134737)",False
"(119.99066415404299, 30.05651129652527)",False
"(120.04537684455768, 30.04920374525992)",False
"(120.05353415989698, 29.97991478899372)",False
"(119.95521789733213, 29.95144115477063)",False
"(119.95007387554632, 30.00362701312634)",False
"(120.03610890582209, 29.94261179299782)",False
"(119.95639195194316, 29.98006334738075)",False
"(120.0601192786053, 30.02255584842756)",False
"(119.94649775390286, 29.98821501166127)",False
"(120.02701994993888, 30.04916325561189)",False
"(119.98504845064767, 29.9468651414891)",False
"(119.98443913158562, 29.93001870290574)",False
"(119.96702178850371, 30.04055103716061)",False
"(120.05454751466824, 29.97953459353638)",False
"(120.03214315606132, 29.95513480205643)",False
"(119.99638764153208, 30.0662992025517)",False
"(119.99398835246026, 29.94505116120994)",False
"(119.937552094409, 30.00453669047556)",False
"(119.99621552911024, 30.06945805747121)",False
"(120.03677445095971, 30.04521901157667)",False
"(120.05081410215556, 29.97676889592687)",False
"(119.95698207798115, 29.9766257462361)",False
"(119.95036025698684, 30.03151140778998)",False
"(120.02679860192757, 29.95740874225418)",False
"(120.02338754425199, 30.06820838470393)",False
"(119.93984755773242, 29.99563006942611)",False
"(119.93937907074927, 29.99115706735668)",False
"(119.93856533059036, 30.00896163503709)",False
"(120.0405651235324, 30.0498801407703)",False
"(119.94102878660074, 30.00428411713137)",False
"(119.94382318662485, 29.96947572012188)",False
"(119.95606405918116, 29.95235867850932)",False
"(120.02051201357271, 30.05033368247721)",False
"(120.00716635951709, 30.06550336346453)",False
"(120.05031355721783, 29.9889173870567)",False
"(120.04725615512376, 29.97839551204869)",False
"(119.98769592568166, 30.00233760097083)",True
"(120.00937371972697, 30.05674055221925)",False
"(120.05719630694811, 30.01259868247732)",False
"(119.96011550392447, 29.94432949247753)",False
"(119.94443004669763, 30.02540537594376)",False
"(119.97753021493274, 29.94486221340986)",False
"(119.98496954067285, 29.9324040913639)",False
"(120.03915831968361, 30.05465691546876)",False
"(119.96222731399675, 30.05272285743076)",False
"(120.02551933635904, 29.93737903064602)",False
"(120.0264054470931, 29.9580335867492)",False
"(119.9612227737246, 29.95231831344595)",False
"(119.94367631888827, 29.96939591794681)",False
"(119.96336771927643, 30.03499303603239)",False
"(120.0039791971295, 30.07303195372906)",False
"(119.9522320974645, 30.01792179803698)",False
"(120.00523474613577, 30.01320090648882)",True
"(120.03760070180519, 29.96408187841098)",False
"(119.99674692005021, 30.05970520600977)",False
"(119.95350836316479, 30.01024075506954)",False
"(120.04369117044179, 30.04737590816376)",False
"(119.95245729899256, 30.0)",False
"(120.00394908927858, 30.07247937110899)",False
